Material,Date,Cost (kg)
ABS,2021-03-21 15:30:00,$21.4
ABS,2021-03-21 15:45:00,$25.0
ABS,2021-03-21 16:00:00,$23.6
ABS,2021-03-21 16:15:00,$30.4
ABS,2021-03-21 16:30:00,$42.8
ABS,2021-03-21 16:45:00,$31.0
ABS,2021-03-21 17:00:00,$21.4
ABS,2021-03-21 17:15:00,$32.2
ABS,2021-03-21 17:30:00,$47.2
ABS,2021-03-21 17:45:00,$30.6
ABS,2021-03-21 18:00:00,$31.2
ABS,2021-03-21 18:15:00,$29.0
ABS,2021-03-21 18:30:00,$18.0
ABS,2021-03-21 18:45:00,$29.4
ABS,2021-03-21 19:00:00,$25.6
ABS,2021-03-21 19:15:00,$36.4
ABS,2021-03-21 19:30:00,$26.0
PLA,2021-03-21 19:45:00,$11.2
PLA,2021-03-22 10:00:00,$15.0
ABS,2021-03-22 10:15:00,$31.8
PETG,2021-03-22 10:30:00,$17.0
ABS,2021-03-22 10:45:00,$25.6
ABS,2021-03-22 11:00:00,$22.8
ABS,2021-03-22 11:15:00,$26.6
ABS,2021-03-22 11:30:00,$31.0
ABS,2021-03-22 11:45:00,$25.0
ABS,2021-03-22 12:00:00,$29.2
ABS,2021-03-22 12:15:00,$35.4
ABS,2021-03-22 12:30:00,$35.8
PLA,2021-03-22 12:45:00,$16.4
ABS,2021-03-22 13:00:00,$26.8
ABS,2021-03-22 13:15:00,$46.4
ABS,2021-03-22 13:30:00,$48.6
ABS,2021-03-22 13:45:00,$27.6
ABS,2021-03-22 14:00:00,$28.4
PLA,2021-03-22 14:15:00,$16.2
ABS,2021-03-22 14:30:00,$29.2
ABS,2021-03-22 14:45:00,$26.4
ABS,2021-03-22 15:00:00,$24.6
ABS,2021-03-22 15:15:00,$36.4
ABS,2021-03-22 15:30:00,$28.0
ABS,2021-03-22 15:45:00,$39.2
ABS,2021-03-22 16:00:00,$42.2
ABS,2021-03-22 16:15:00,$30.0
ABS,2021-03-22 16:30:00,$22.6
ABS,2021-03-22 16:45:00,$30.0
ABS,2021-03-22 17:00:00,$29.4
ABS,2021-03-22 17:15:00,$35.2
ABS,2021-03-22 17:30:00,$33.6
ABS,2021-03-22 17:45:00,$24.4
ABS,2021-03-22 18:00:00,$19.4
ABS,2021-03-22 18:15:00,$23.4
ABS,2021-03-22 18:30:00,$21.6
ABS,2021-03-22 18:45:00,$29.4
ABS,2021-03-22 19:00:00,$34.4
PLA,2021-03-22 19:15:00,$16.8
PLA,2021-03-22 19:30:00,$10.8
PLA,2021-03-24 09:45:00,$12.4
ABS,2021-03-24 10:00:00,$23.6
ABS,2021-03-24 10:15:00,$18.6
ABS,2021-03-24 10:30:00,$26.0
ABS,2021-03-24 10:45:00,$20.8
ABS,2021-03-24 11:00:00,$18.8
ABS,2021-03-24 11:15:00,$33.6
ABS,2021-03-24 11:30:00,$26.8
ABS,2021-03-24 11:45:00,$29.0
PLA,2021-03-24 12:00:00,$16.4
ABS,2021-03-24 12:15:00,$24.2
ABS,2021-03-24 12:30:00,$20.8
PLA,2021-03-24 12:45:00,$16.8
ABS,2021-03-24 13:00:00,$18.6
ABS,2021-03-24 13:15:00,$17.6
ABS,2021-03-24 13:30:00,$25.2
ABS,2021-03-24 13:45:00,$26.6
ABS,2021-03-24 14:00:00,$33.4
PLA,2021-03-24 14:15:00,$13.0
ABS,2021-03-24 14:30:00,$21.2
ABS,2021-03-24 14:45:00,$22.0
ABS,2021-03-24 15:00:00,$18.0
ABS,2021-03-24 15:15:00,$21.6
ABS,2021-03-24 15:30:00,$23.6
ABS,2021-03-24 15:45:00,$21.0
ABS,2021-03-24 16:00:00,$24.2
ABS,2021-03-24 16:15:00,$22.6
ABS,2021-03-24 16:30:00,$27.0
ABS,2021-03-24 16:45:00,$23.4
PLA,2021-03-24 17:00:00,$15.8
ABS,2021-03-24 17:15:00,$19.2
ABS,2021-03-24 17:30:00,$23.2
ABS,2021-03-24 17:45:00,$28.6
ABS,2021-03-24 18:00:00,$26.8
ABS,2021-03-24 18:15:00,$36.2
PLA,2021-03-24 18:30:00,$16.8
ABS,2021-03-24 18:45:00,$26.8
ABS,2021-03-24 19:00:00,$29.6
PLA,2021-03-24 19:15:00,$10.2
ABS,2021-03-24 19:30:00,$19.4
PLA,2021-03-24 19:45:00,$5.2
PLA,2021-03-25 10:00:00,$15.0
PLA,2021-03-25 10:15:00,$15.4
ABS,2021-03-25 10:30:00,$29.2
ABS,2021-03-25 10:45:00,$19.6
ABS,2021-03-25 11:00:00,$23.0
ABS,2021-03-25 11:15:00,$27.6
ABS,2021-03-25 11:30:00,$17.6
PLA,2021-03-25 11:45:00,$11.6
PLA,2021-03-25 12:00:00,$7.8
ABS,2021-03-25 12:15:00,$19.6
PLA,2021-03-25 12:30:00,$8.6
PLA,2021-03-25 12:45:00,$11.8
ABS,2021-03-25 13:00:00,$23.2
PLA,2021-03-25 13:15:00,$16.0
ABS,2021-03-25 13:30:00,$18.4
PLA,2021-03-25 13:45:00,$9.0
ABS,2021-03-25 14:00:00,$18.0
PLA,2021-03-25 14:15:00,$13.2
PLA,2021-03-25 14:30:00,$11.6
PLA,2021-03-25 14:45:00,$9.0
ABS,2021-03-25 15:00:00,$22.8
PLA,2021-03-25 15:15:00,$10.2
ABS,2021-03-25 15:30:00,$20.4
ABS,2021-03-25 15:45:00,$18.6
ABS,2021-03-25 16:00:00,$18.2
ABS,2021-03-25 16:15:00,$26.6
ABS,2021-03-25 16:30:00,$23.8
ABS,2021-03-25 16:45:00,$38.6
ABS,2021-03-25 17:00:00,$19.8
ABS,2021-03-25 17:15:00,$20.0
ABS,2021-03-25 17:30:00,$28.2
ABS,2021-03-25 17:45:00,$36.8
PLA,2021-03-25 18:00:00,$15.8
ABS,2021-03-25 18:15:00,$27.0
PLA,2021-03-25 18:30:00,$16.8
PLA,2021-03-25 18:45:00,$5.6
ABS,2021-03-25 19:00:00,$25.8
ABS,2021-03-25 19:15:00,$18.2
PLA,2021-03-25 19:30:00,$3.8
PLA,2021-03-25 19:45:00,$3.0
PLA,2021-03-26 09:45:00,$7.2
ABS,2021-03-26 10:00:00,$21.8
ABS,2021-03-26 10:15:00,$22.2
PLA,2021-03-26 10:30:00,$14.2
PLA,2021-03-26 10:45:00,$10.8
ABS,2021-03-26 11:00:00,$26.2
ABS,2021-03-26 11:15:00,$20.0
ABS,2021-03-26 11:30:00,$34.6
ABS,2021-03-26 11:45:00,$20.8
PLA,2021-03-26 12:00:00,$15.0
ABS,2021-03-26 12:15:00,$18.2
PLA,2021-03-26 12:30:00,$15.2
ABS,2021-03-26 12:45:00,$18.6
ABS,2021-03-26 13:00:00,$19.2
ABS,2021-03-26 13:15:00,$32.2
ABS,2021-03-26 13:30:00,$21.6
ABS,2021-03-26 13:45:00,$18.2
ABS,2021-03-26 14:00:00,$32.8
PLA,2021-03-26 14:15:00,$13.0
ABS,2021-03-26 14:30:00,$20.2
ABS,2021-03-26 14:45:00,$23.0
PLA,2021-03-26 15:00:00,$16.6
PLA,2021-03-26 15:15:00,$13.2
ABS,2021-03-26 15:30:00,$21.2
ABS,2021-03-26 15:45:00,$30.0
PETG,2021-03-26 16:00:00,$17.0
ABS,2021-03-26 16:15:00,$24.0
ABS,2021-03-26 16:30:00,$28.6
ABS,2021-03-26 16:45:00,$23.4
ABS,2021-03-26 17:00:00,$34.6
ABS,2021-03-26 17:15:00,$19.8
ABS,2021-03-26 17:30:00,$23.6
ABS,2021-03-26 17:45:00,$23.0
ABS,2021-03-26 18:00:00,$31.4
ABS,2021-03-26 18:15:00,$17.4
ABS,2021-03-26 18:30:00,$24.2
PLA,2021-03-26 18:45:00,$14.0
ABS,2021-03-26 19:00:00,$22.0
ABS,2021-03-26 19:15:00,$25.6
PLA,2021-03-26 19:30:00,$12.2
PLA,2021-03-26 19:45:00,$2.0
PLA,2021-03-27 10:00:00,$14.8
ABS,2021-03-27 10:15:00,$17.8
ABS,2021-03-27 10:30:00,$27.0
PLA,2021-03-27 10:45:00,$7.0
ABS,2021-03-27 11:00:00,$18.4
PLA,2021-03-27 11:15:00,$13.6
PLA,2021-03-27 11:30:00,$9.0
PLA,2021-03-27 11:45:00,$8.4
PLA,2021-03-27 12:00:00,$14.8
ABS,2021-03-27 12:15:00,$21.2
ABS,2021-03-27 12:30:00,$19.2
PETG,2021-03-27 12:45:00,$17.0
PLA,2021-03-27 13:00:00,$12.0
ABS,2021-03-27 13:15:00,$17.4
ABS,2021-03-27 13:30:00,$19.4
ABS,2021-03-27 13:45:00,$19.6
PLA,2021-03-27 14:00:00,$12.4
PLA,2021-03-27 14:15:00,$14.0
ABS,2021-03-27 14:30:00,$19.6
PLA,2021-03-27 14:45:00,$14.0
ABS,2021-03-27 15:00:00,$18.2
PLA,2021-03-27 15:15:00,$11.8
PETG,2021-03-27 15:30:00,$17.0
ABS,2021-03-27 15:45:00,$20.8
PLA,2021-03-27 16:00:00,$14.2
ABS,2021-03-27 16:15:00,$20.4
ABS,2021-03-27 16:30:00,$20.4
PLA,2021-03-27 16:45:00,$13.8
ABS,2021-03-27 17:00:00,$20.2
PLA,2021-03-27 17:15:00,$16.4
ABS,2021-03-27 17:30:00,$21.6
ABS,2021-03-27 17:45:00,$24.0
ABS,2021-03-27 18:00:00,$20.0
ABS,2021-03-27 18:15:00,$21.2
PLA,2021-03-27 18:30:00,$15.4
ABS,2021-03-27 18:45:00,$26.4
PLA,2021-03-27 19:00:00,$12.4
ABS,2021-03-27 19:15:00,$26.2
ABS,2021-03-27 19:30:00,$17.4
PLA,2021-03-28 09:45:00,$2.4
PLA,2021-03-28 10:00:00,$12.6
ABS,2021-03-28 10:15:00,$22.0
ABS,2021-03-28 10:30:00,$27.8
PETG,2021-03-28 10:45:00,$17.0
ABS,2021-03-28 11:00:00,$27.2
ABS,2021-03-28 11:15:00,$19.6
PETG,2021-03-28 11:30:00,$17.0
ABS,2021-03-28 11:45:00,$22.8
ABS,2021-03-28 12:00:00,$31.6
PLA,2021-03-28 12:15:00,$15.6
ABS,2021-03-28 12:30:00,$40.4
PLA,2021-03-28 12:45:00,$13.2
PLA,2021-03-28 13:00:00,$13.8
ABS,2021-03-28 13:15:00,$24.4
PLA,2021-03-28 13:30:00,$14.2
ABS,2021-03-28 13:45:00,$29.6
ABS,2021-03-28 14:00:00,$29.4
ABS,2021-03-28 14:15:00,$20.2
ABS,2021-03-28 14:30:00,$28.6
ABS,2021-03-28 14:45:00,$19.6
ABS,2021-03-28 15:00:00,$33.8
ABS,2021-03-28 15:15:00,$19.8
ABS,2021-03-28 15:30:00,$24.8
ABS,2021-03-28 15:45:00,$22.0
ABS,2021-03-28 16:00:00,$34.0
ABS,2021-03-28 16:15:00,$24.8
ABS,2021-03-28 16:30:00,$25.8
ABS,2021-03-28 16:45:00,$37.4
ABS,2021-03-28 17:00:00,$25.4
ABS,2021-03-28 17:15:00,$25.2
ABS,2021-03-28 17:30:00,$35.4
ABS,2021-03-28 17:45:00,$28.0
ABS,2021-03-28 18:00:00,$29.0
ABS,2021-03-28 18:15:00,$27.0
ABS,2021-03-28 18:30:00,$18.2
ABS,2021-03-28 18:45:00,$33.2
ABS,2021-03-28 19:00:00,$40.8
ABS,2021-03-28 19:15:00,$22.6
ABS,2021-03-28 19:30:00,$22.2
PLA,2021-03-28 19:45:00,$15.8
PLA,2021-03-29 09:15:00,$3.0
PLA,2021-03-29 09:30:00,$10.4
ABS,2021-03-29 09:45:00,$25.0
ABS,2021-03-29 10:00:00,$32.6
PLA,2021-03-29 10:15:00,$14.8
ABS,2021-03-29 10:30:00,$19.0
ABS,2021-03-29 10:45:00,$40.6
ABS,2021-03-29 11:00:00,$27.6
ABS,2021-03-29 11:15:00,$27.6
ABS,2021-03-29 11:30:00,$29.2
ABS,2021-03-29 11:45:00,$32.6
ABS,2021-03-29 12:00:00,$28.0
ABS,2021-03-29 12:15:00,$44.4
ABS,2021-03-29 12:30:00,$37.6
ABS,2021-03-29 12:45:00,$28.4
ABS,2021-03-29 13:00:00,$42.2
ABS,2021-03-29 13:15:00,$35.2
ABS,2021-03-29 13:30:00,$30.4
ABS,2021-03-29 13:45:00,$35.8
ABS,2021-03-29 14:00:00,$37.6
PLA,2021-03-29 14:15:00,$16.2
ABS,2021-03-29 14:30:00,$33.4
ABS,2021-03-29 14:45:00,$23.8
ABS,2021-03-29 15:00:00,$23.8
ABS,2021-03-29 15:15:00,$29.0
ABS,2021-03-29 15:30:00,$29.0
ABS,2021-03-29 15:45:00,$34.4
ABS,2021-03-29 16:00:00,$30.2
ABS,2021-03-29 16:15:00,$28.8
ABS,2021-03-29 16:30:00,$25.0
ABS,2021-03-29 16:45:00,$31.8
ABS,2021-03-29 17:00:00,$19.2
ABS,2021-03-29 17:15:00,$25.2
ABS,2021-03-29 17:30:00,$35.2
ABS,2021-03-29 17:45:00,$26.8
ABS,2021-03-29 18:00:00,$30.8
ABS,2021-03-29 18:15:00,$26.0
ABS,2021-03-29 18:30:00,$35.4
ABS,2021-03-29 18:45:00,$25.6
ABS,2021-03-29 19:00:00,$22.8
ABS,2021-03-29 19:15:00,$38.8
ABS,2021-03-29 19:30:00,$32.2
ABS,2021-03-29 19:45:00,$25.6
ABS,2021-03-29 20:00:00,$28.6
PLA,2021-03-29 20:15:00,$13.8
PLA,2021-03-31 09:45:00,$0.2
PLA,2021-03-31 10:00:00,$10.2
ABS,2021-03-31 10:15:00,$20.0
ABS,2021-03-31 10:30:00,$20.2
ABS,2021-03-31 10:45:00,$26.4
PLA,2021-03-31 11:00:00,$13.8
ABS,2021-03-31 11:15:00,$22.6
PLA,2021-03-31 11:30:00,$16.4
ABS,2021-03-31 11:45:00,$36.0
ABS,2021-03-31 12:00:00,$19.0
PLA,2021-03-31 12:15:00,$14.8
ABS,2021-03-31 12:30:00,$24.2
ABS,2021-03-31 12:45:00,$26.6
PLA,2021-03-31 13:00:00,$10.6
ABS,2021-03-31 13:15:00,$21.8
ABS,2021-03-31 13:30:00,$22.8
ABS,2021-03-31 13:45:00,$19.8
ABS,2021-03-31 14:00:00,$22.0
ABS,2021-03-31 14:15:00,$19.2
ABS,2021-03-31 14:30:00,$20.6
ABS,2021-03-31 14:45:00,$17.8
ABS,2021-03-31 15:00:00,$21.4
ABS,2021-03-31 15:15:00,$25.4
ABS,2021-03-31 15:30:00,$22.2
ABS,2021-03-31 15:45:00,$17.8
ABS,2021-03-31 16:00:00,$19.6
ABS,2021-03-31 16:15:00,$23.6
ABS,2021-03-31 16:30:00,$26.2
ABS,2021-03-31 16:45:00,$29.6
ABS,2021-03-31 17:00:00,$23.4
ABS,2021-03-31 17:15:00,$28.4
ABS,2021-03-31 17:30:00,$24.8
ABS,2021-03-31 17:45:00,$24.4
ABS,2021-03-31 18:00:00,$30.8
ABS,2021-03-31 18:15:00,$32.4
ABS,2021-03-31 18:30:00,$25.6
ABS,2021-03-31 18:45:00,$33.0
ABS,2021-03-31 19:00:00,$31.4
ABS,2021-03-31 19:15:00,$18.8
ABS,2021-03-31 19:30:00,$17.4
PLA,2021-03-31 19:45:00,$13.4
PLA,2021-04-01 09:45:00,$7.8
PLA,2021-04-01 10:00:00,$16.2
PLA,2021-04-01 10:15:00,$16.4
PLA,2021-04-01 10:30:00,$13.2
PLA,2021-04-01 10:45:00,$8.2
PLA,2021-04-01 11:00:00,$9.0
PLA,2021-04-01 11:15:00,$13.2
ABS,2021-04-01 11:30:00,$40.4
PLA,2021-04-01 11:45:00,$12.8
ABS,2021-04-01 12:00:00,$18.4
ABS,2021-04-01 12:15:00,$22.2
PLA,2021-04-01 12:30:00,$10.6
ABS,2021-04-01 12:45:00,$19.4
PLA,2021-04-01 13:00:00,$16.8
PLA,2021-04-01 13:15:00,$14.4
ABS,2021-04-01 13:30:00,$17.4
PLA,2021-04-01 13:45:00,$14.8
PLA,2021-04-01 14:00:00,$8.6
ABS,2021-04-01 14:15:00,$17.2
PLA,2021-04-01 14:30:00,$15.6
ABS,2021-04-01 14:45:00,$21.8
PLA,2021-04-01 15:00:00,$13.6
PLA,2021-04-01 15:15:00,$12.4
PLA,2021-04-01 15:30:00,$15.2
PLA,2021-04-01 15:45:00,$14.6
ABS,2021-04-01 16:00:00,$29.8
ABS,2021-04-01 16:15:00,$22.2
ABS,2021-04-01 16:30:00,$20.2
ABS,2021-04-01 16:45:00,$28.2
ABS,2021-04-01 17:00:00,$20.8
ABS,2021-04-01 17:15:00,$21.6
ABS,2021-04-01 17:30:00,$18.4
ABS,2021-04-01 17:45:00,$24.8
ABS,2021-04-01 18:00:00,$22.4
ABS,2021-04-01 18:15:00,$31.2
ABS,2021-04-01 18:30:00,$28.4
ABS,2021-04-01 18:45:00,$21.4
ABS,2021-04-01 19:00:00,$22.4
ABS,2021-04-01 19:15:00,$22.6
ABS,2021-04-01 19:30:00,$19.6
PLA,2021-04-01 19:45:00,$8.6
PLA,2021-04-02 09:45:00,$12.0
PLA,2021-04-02 10:00:00,$10.6
ABS,2021-04-02 10:15:00,$18.8
ABS,2021-04-02 10:30:00,$20.6
PLA,2021-04-02 10:45:00,$15.6
ABS,2021-04-02 11:00:00,$23.6
PLA,2021-04-02 11:15:00,$14.2
ABS,2021-04-02 11:30:00,$25.4
PLA,2021-04-02 11:45:00,$15.6
ABS,2021-04-02 12:00:00,$18.4
ABS,2021-04-02 12:15:00,$18.0
PLA,2021-04-02 12:30:00,$9.6
ABS,2021-04-02 12:45:00,$20.4
PLA,2021-04-02 13:00:00,$12.4
ABS,2021-04-02 13:15:00,$30.2
PLA,2021-04-02 13:30:00,$15.0
PLA,2021-04-02 13:45:00,$12.2
ABS,2021-04-02 14:00:00,$17.8
ABS,2021-04-02 14:15:00,$18.4
ABS,2021-04-02 14:30:00,$19.0
ABS,2021-04-02 14:45:00,$22.4
ABS,2021-04-02 15:00:00,$18.0
PLA,2021-04-02 15:15:00,$9.6
ABS,2021-04-02 15:30:00,$21.6
PLA,2021-04-02 15:45:00,$10.8
PLA,2021-04-02 16:00:00,$12.4
ABS,2021-04-02 16:15:00,$24.4
ABS,2021-04-02 16:30:00,$17.6
ABS,2021-04-02 16:45:00,$17.8
ABS,2021-04-02 17:00:00,$26.2
ABS,2021-04-02 17:15:00,$20.6
ABS,2021-04-02 17:30:00,$25.4
PLA,2021-04-02 17:45:00,$13.6
PETG,2021-04-02 18:00:00,$17.0
ABS,2021-04-02 18:15:00,$25.6
ABS,2021-04-02 18:30:00,$25.2
ABS,2021-04-02 18:45:00,$27.0
ABS,2021-04-02 19:00:00,$21.8
PLA,2021-04-02 19:15:00,$7.2
PLA,2021-04-02 19:30:00,$2.4
PLA,2021-04-03 10:00:00,$7.4
PLA,2021-04-03 10:15:00,$13.8
ABS,2021-04-03 10:30:00,$17.8
PLA,2021-04-03 10:45:00,$15.2
ABS,2021-04-03 11:00:00,$20.2
ABS,2021-04-03 11:15:00,$17.2
PLA,2021-04-03 11:30:00,$14.0
ABS,2021-04-03 11:45:00,$17.8
PLA,2021-04-03 12:00:00,$13.2
ABS,2021-04-03 12:15:00,$22.0
ABS,2021-04-03 12:30:00,$18.8
ABS,2021-04-03 12:45:00,$18.4
PETG,2021-04-03 13:00:00,$17.0
PLA,2021-04-03 13:15:00,$15.0
PETG,2021-04-03 13:30:00,$17.0
ABS,2021-04-03 13:45:00,$24.8
PLA,2021-04-03 14:00:00,$12.8
PLA,2021-04-03 14:15:00,$7.8
PLA,2021-04-03 14:30:00,$14.0
PLA,2021-04-03 14:45:00,$9.6
ABS,2021-04-03 15:00:00,$21.6
ABS,2021-04-03 15:15:00,$35.4
PLA,2021-04-03 15:30:00,$6.4
PETG,2021-04-03 15:45:00,$17.0
ABS,2021-04-03 16:00:00,$28.2
ABS,2021-04-03 16:15:00,$24.6
PLA,2021-04-03 16:30:00,$14.2
ABS,2021-04-03 16:45:00,$20.8
ABS,2021-04-03 17:00:00,$34.0
ABS,2021-04-03 17:15:00,$26.0
ABS,2021-04-03 17:30:00,$24.2
ABS,2021-04-03 17:45:00,$24.4
ABS,2021-04-03 18:00:00,$18.8
ABS,2021-04-03 18:15:00,$19.0
ABS,2021-04-03 18:30:00,$27.0
ABS,2021-04-03 18:45:00,$21.4
ABS,2021-04-03 19:00:00,$31.2
ABS,2021-04-03 19:15:00,$17.2
PLA,2021-04-03 19:30:00,$11.0
PLA,2021-04-03 19:45:00,$4.2
ABS,2021-04-04 10:00:00,$17.8
ABS,2021-04-04 10:15:00,$26.0
PLA,2021-04-04 10:30:00,$14.8
ABS,2021-04-04 10:45:00,$26.6
ABS,2021-04-04 11:00:00,$22.4
ABS,2021-04-04 11:15:00,$22.0
ABS,2021-04-04 11:30:00,$21.0
ABS,2021-04-04 11:45:00,$26.4
ABS,2021-04-04 12:00:00,$23.6
PLA,2021-04-04 12:15:00,$9.8
ABS,2021-04-04 12:30:00,$25.8
ABS,2021-04-04 12:45:00,$23.4
PLA,2021-04-04 13:00:00,$16.8
ABS,2021-04-04 13:15:00,$28.6
ABS,2021-04-04 13:30:00,$25.2
ABS,2021-04-04 13:45:00,$24.2
ABS,2021-04-04 14:00:00,$25.8
ABS,2021-04-04 14:15:00,$28.0
ABS,2021-04-04 14:30:00,$33.2
ABS,2021-04-04 14:45:00,$27.8
ABS,2021-04-04 15:00:00,$29.4
ABS,2021-04-04 15:15:00,$38.4
ABS,2021-04-04 15:30:00,$46.4
ABS,2021-04-04 15:45:00,$32.2
ABS,2021-04-04 16:00:00,$29.8
ABS,2021-04-04 16:15:00,$25.8
ABS,2021-04-04 16:30:00,$30.8
ABS,2021-04-04 16:45:00,$21.4
ABS,2021-04-04 17:00:00,$35.4
ABS,2021-04-04 17:15:00,$30.2
ABS,2021-04-04 17:30:00,$30.2
ABS,2021-04-04 17:45:00,$36.0
ABS,2021-04-04 18:00:00,$49.4
PLA,2021-04-04 18:15:00,$13.6
ABS,2021-04-04 18:30:00,$18.2
ABS,2021-04-04 18:45:00,$32.6
ABS,2021-04-04 19:00:00,$41.6
PLA,2021-04-04 19:15:00,$16.8
ABS,2021-04-04 19:30:00,$17.4
PLA,2021-04-05 09:45:00,$15.8
ABS,2021-04-05 10:00:00,$19.2
PLA,2021-04-05 10:15:00,$14.4
PLA,2021-04-05 10:30:00,$11.0
ABS,2021-04-05 10:45:00,$34.0
ABS,2021-04-05 11:00:00,$22.4
ABS,2021-04-05 11:15:00,$22.0
ABS,2021-04-05 11:30:00,$28.6
ABS,2021-04-05 11:45:00,$35.0
ABS,2021-04-05 12:00:00,$29.2
ABS,2021-04-05 12:15:00,$24.6
ABS,2021-04-05 12:30:00,$32.6
ABS,2021-04-05 12:45:00,$30.4
ABS,2021-04-05 13:00:00,$28.8
ABS,2021-04-05 13:15:00,$26.8
ABS,2021-04-05 13:30:00,$26.0
ABS,2021-04-05 13:45:00,$36.8
PETG,2021-04-05 14:00:00,$17.0
ABS,2021-04-05 14:15:00,$38.2
ABS,2021-04-05 14:30:00,$37.4
ABS,2021-04-05 14:45:00,$29.8
ABS,2021-04-05 15:00:00,$30.8
ABS,2021-04-05 15:15:00,$30.6
ABS,2021-04-05 15:30:00,$25.8
ABS,2021-04-05 15:45:00,$31.0
ABS,2021-04-05 16:00:00,$26.2
ABS,2021-04-05 16:15:00,$47.4
ABS,2021-04-05 16:30:00,$18.0
ABS,2021-04-05 16:45:00,$29.2
ABS,2021-04-05 17:00:00,$23.0
ABS,2021-04-05 17:15:00,$41.0
ABS,2021-04-05 17:30:00,$26.6
ABS,2021-04-05 17:45:00,$30.0
ABS,2021-04-05 18:00:00,$40.8
ABS,2021-04-05 18:15:00,$30.8
ABS,2021-04-05 18:30:00,$29.0
ABS,2021-04-05 18:45:00,$19.6
ABS,2021-04-05 19:00:00,$18.2
PLA,2021-04-05 19:15:00,$12.4
PLA,2021-04-05 19:30:00,$14.4
PLA,2021-04-07 09:45:00,$0.4
ABS,2021-04-07 10:00:00,$21.0
ABS,2021-04-07 10:15:00,$29.6
PLA,2021-04-07 10:30:00,$14.2
PLA,2021-04-07 10:45:00,$15.0
ABS,2021-04-07 11:00:00,$18.8
PLA,2021-04-07 11:15:00,$16.4
ABS,2021-04-07 11:30:00,$35.6
ABS,2021-04-07 11:45:00,$24.0
PLA,2021-04-07 12:00:00,$14.8
ABS,2021-04-07 12:15:00,$26.8
ABS,2021-04-07 12:30:00,$24.0
ABS,2021-04-07 12:45:00,$20.4
ABS,2021-04-07 13:00:00,$23.4
ABS,2021-04-07 13:15:00,$17.8
ABS,2021-04-07 13:30:00,$21.0
PLA,2021-04-07 13:45:00,$13.4
ABS,2021-04-07 14:00:00,$26.6
PLA,2021-04-07 14:15:00,$12.2
ABS,2021-04-07 14:30:00,$20.6
ABS,2021-04-07 14:45:00,$20.2
ABS,2021-04-07 15:00:00,$26.2
ABS,2021-04-07 15:15:00,$17.2
ABS,2021-04-07 15:30:00,$19.2
ABS,2021-04-07 15:45:00,$25.2
ABS,2021-04-07 16:00:00,$19.6
ABS,2021-04-07 16:15:00,$23.4
ABS,2021-04-07 16:30:00,$20.8
PLA,2021-04-07 16:45:00,$16.6
ABS,2021-04-07 17:00:00,$23.6
ABS,2021-04-07 17:15:00,$21.6
ABS,2021-04-07 17:30:00,$31.2
ABS,2021-04-07 17:45:00,$17.6
ABS,2021-04-07 18:00:00,$19.6
ABS,2021-04-07 18:15:00,$22.0
PLA,2021-04-07 18:30:00,$16.4
PLA,2021-04-07 18:45:00,$13.8
ABS,2021-04-07 19:00:00,$25.6
ABS,2021-04-07 19:15:00,$22.4
PLA,2021-04-07 19:30:00,$15.8
PLA,2021-04-07 19:45:00,$9.4
PLA,2021-04-08 10:00:00,$13.6
ABS,2021-04-08 10:15:00,$27.4
ABS,2021-04-08 10:30:00,$20.6
ABS,2021-04-08 10:45:00,$24.4
ABS,2021-04-08 11:00:00,$23.4
ABS,2021-04-08 11:15:00,$20.4
PLA,2021-04-08 11:30:00,$16.6
PLA,2021-04-08 11:45:00,$13.4
PLA,2021-04-08 12:00:00,$13.2
PLA,2021-04-08 12:15:00,$16.6
ABS,2021-04-08 12:30:00,$18.0
ABS,2021-04-08 12:45:00,$21.8
PLA,2021-04-08 13:00:00,$15.8
PLA,2021-04-08 13:15:00,$15.0
PLA,2021-04-08 13:30:00,$11.8
ABS,2021-04-08 13:45:00,$27.8
PLA,2021-04-08 14:00:00,$13.4
PLA,2021-04-08 14:15:00,$11.0
ABS,2021-04-08 14:30:00,$18.6
ABS,2021-04-08 14:45:00,$17.2
PLA,2021-04-08 15:00:00,$16.2
PLA,2021-04-08 15:15:00,$14.2
ABS,2021-04-08 15:30:00,$24.6
PLA,2021-04-08 15:45:00,$8.0
PLA,2021-04-08 16:00:00,$16.6
ABS,2021-04-08 16:15:00,$26.8
ABS,2021-04-08 16:30:00,$25.2
ABS,2021-04-08 16:45:00,$22.4
ABS,2021-04-08 17:00:00,$26.4
ABS,2021-04-08 17:15:00,$32.6
ABS,2021-04-08 17:30:00,$21.4
ABS,2021-04-08 17:45:00,$20.2
ABS,2021-04-08 18:00:00,$30.8
ABS,2021-04-08 18:15:00,$28.4
ABS,2021-04-08 18:30:00,$17.2
PLA,2021-04-08 18:45:00,$11.0
PLA,2021-04-08 19:00:00,$12.0
PLA,2021-04-08 19:15:00,$11.0
PLA,2021-04-08 19:30:00,$16.0
PLA,2021-04-08 19:45:00,$12.0
PLA,2021-04-08 20:00:00,$16.4
PLA,2021-04-09 10:00:00,$11.2
ABS,2021-04-09 10:15:00,$21.0
ABS,2021-04-09 10:30:00,$32.2
ABS,2021-04-09 10:45:00,$23.6
ABS,2021-04-09 11:00:00,$27.0
ABS,2021-04-09 11:15:00,$24.6
ABS,2021-04-09 11:30:00,$23.2
ABS,2021-04-09 11:45:00,$23.6
